,Unnamed: 0,date,text,likes
51,51,9/19/14,"The crosscurrents roiling the bond market intensified Thursday, as the gap between short- and long-term U.S. Treasury yields narrowed in the latest sign of uncertainty over the pace of U.S. growth.</br></br>Yields on short-term U.S. Treasury debt maturing in two to five years hit the highest level since 2011, reflecting an investor scramble to place bets on an expected Federal Reserve rate increase as soon as next spring. Yields rise when prices fall.</br></br>The selloff in short-term government debt extended a pullback that began following Wednesday's Federal Reserve decision to end its bond purchases later this year.</br></br>At the same time, yields on government debt maturing in 10 or more years have risen only modestly this week and remain well below their levels at the start of 2014, a year that many analysts forecast would include rising long-term interest rates and falling bond prices. The 10-year U.S. Treasury note was 8/32 lower, yielding 2.629%. That is the highest closing level since July 3 but compares with 3% at the end of 2013.</br></br>The softness of longer-term yields highlights concerns shared by many analysts and policy makers about the uneven growth of the U.S. economy and falling expectations for inflation. Investors broadly expect the Fed to raise the fed funds rate next year for the first time since 2006. But many analysts say that even a small uptick in rates could slow the economy and send already-low inflation further below the Fed's target.",5793.0
52,52,9/18/14,"The crosscurrents roiling the bond market intensified Thursday, as the gap between short- and long-term U.S. Treasury yields narrowed in the latest sign of uncertainty over the pace of U.S. growth.</br></br>Yields on short-term U.S. Treasury debt maturing in two to five years hit the highest level since 2011, reflecting an investor scramble to place bets on an expected Federal Reserve rate increase as soon as next spring. Yields rise when prices fall.</br></br>The selloff in short-term government debt extended a pullback that began following Wednesday's Federal Reserve decision to end its bond purchases later this year.</br></br>At the same time, yields on government debt maturing in 10 or more years have risen only modestly this week and remain well below their levels at the start of 2014, a year that many analysts forecast would include rising long-term interest rates and falling bond prices. The 10-year U.S. Treasury note was 8/32 lower, yielding 2.629%. That is the highest closing level since July 3 but compares with 3% at the end of 2013.</br></br>The softness of longer-term yields highlights concerns shared by many analysts and policy makers about the uneven growth of the U.S. economy and falling expectations for inflation. Investors broadly expect the Fed to raise the fed funds rate next year for the first time since 2006. But many analysts say that even a small uptick in rates could slow the economy and send already-low inflation further below the Fed's target.",886.0
53,53,9/18/14,"The unemployment rate in New York City fell to its lowest level in more than five years in August as the city added jobs in industries that usually pay healthy salaries, such as financial services and manufacturing.</br></br>The jobless rate, which has been diminishing the past several years, fell last month to 7.3%, the lowest since January 2009, according to the state Department of Labor. The national unemployment rate was 6.1% in August.</br></br>""One of the worries is that there hasn't been much wage growth because the mix of jobs has been toward lower-wage jobs,"" said Ken McCarthy, senior managing director of economic analysis and forecasting for real-estate services firm Cushman & Wakefield Inc. ""You are starting to see job growth in higher-paying, better-compensating positions, which is also good for the economy.""</br></br>Some economists, however, cautioned against giving too much weight to the 0.5 percentage-point drop in unemployment from July to August. They noted the number of those employed and seeking jobs also dropped significantly month to month.</br></br>Building construction jobs were up 1,100 or 3.2% for the year ending in August, and the category of specialty trade contractors rose by 5,100 jobs or 6.3%.",151.0
54,54,9/17/14,"The European Bank for Reconstruction and Development Thursday urged the European Central Bank to launch a large-scale program of asset purchases known as quantitative easing, becoming the latest international organization to signal that the package of stimulus measures announced earlier this month won't solve the eurozone's twin problems of low growth and inflation.</br></br>On Sept. 4, ECB President Mario Draghi announced new cuts to its key interest rates along with programs to buy asset-backed securities and covered bonds, having cut rates in June and announced a program of cheap loans for eurozone banks. Mr. Draghi and a majority of his colleagues on the ECB's governing council had pressed ahead with the new package despite opposition from Germany's Bundesbank.</br></br>However, the Organization for Economic Cooperation and Development Monday cut its growth forecasts for the currency area, now seeing growth of 0.8% in 2014, having projected an expansion of 1.2% in May. The Paris-based research body called on the ECB to launch a program of large-scale asset purchases, including government bonds.</br></br>The OECD was joined Thursday by the EBRD, which was established in 1991 to help countries in Eastern Europe and the former Soviet Union make the transition from centrally planned to market economies. The development bank has in recent months cut its growth forecasts for many of the 34 countries in which it invests, partly because of the conflict in Ukraine, but also because of a slower recovery in the 18 countries that share the euro.</br></br>""The case for quantitative easing has become compelling to support the still fragile recovery in the eurozone, to which much of the CEB [Central Europe and the Baltics] and SEE [Southeastern Europe] are strongly linked,"" the EBRD said. ""An effective eurozone QE may help lessen the risk of setbacks in the recovery of those regions.""",1360.0
55,55,9/17/14,"Treasury bonds pulled back Wednesday for the first time this week as the Federal Reserve's latest monetary-policy releases renewed worries about higher interest rates.</br></br>The benchmark 10-year Treasury note fell by 4/32 in price, yielding 2.6%. Yields rise as prices fall.</br></br>The yield rose to as high as 2.625%, the highest intraday level since July 7.</br></br>Shorter-dated Treasurys led the selling, as their yields are directly affected by the Fed's interest-rate outlook.</br></br>The two-year note was 1/32 lower, yielding 0.556%, near the highest level since 2011. The five-year note was 5/32 lower, yielding 1.804%.",862.0
56,56,9/11/14,"WASHINGTON--The number of new applications for jobless benefits rose last week to the highest level since June, but stayed near prerecession lows.</br></br>Initial claims for unemployment benefits increased by 11,000 to a seasonally adjusted 315,000 in the week ended Sept. 6, the Labor Department said Thursday. Claims for the previous week were revised higher to 304,000.</br></br>Last week's claims level was well above the 300,000 forecast by economists surveyed by The Wall Street Journal, though it was possibly distorted by the Labor Day holiday. A Labor Department analyst noted that claims, a proxy for layoffs, tend to be especially volatile around holidays.</br></br>The four-week moving average of claims, which smooths out weekly volatility, was up 750 to 304,000. It has been trending higher since hitting a 2014 low of 293,750 in early August. But that is still well below the average for the first half of the year and remains at levels last consistently seen before the recession.</br></br>""The claims data show clear improvement in labor-market conditions over the past few months, but some modest deterioration over the most recent few weeks,"" said J.P. Morgan Chase economist Daniel Silver.",889.0
57,57,9/9/14,"Don't get fooled by the coming Wall Street head fake.</br></br>Even as market conditions appear to be more favorable for the trading operations of big Wall Street banks, the weight of regulation will continue to be a drag on the business.</br></br>Daniel Tarullo, the Federal Reserve governor who serves as the central bank's point person on regulation, told the Senate Banking Committee Tuesday that regulators are crafting rules that would require banks to finance their short-term securities lending with a significant amount of stable funding. And customers such as hedge funds would be required to post collateral meeting regulatory minimums.</br></br>The combined effect would be akin to a tax on leveraged trading, making it more expensive for banks to provide short-term credit to the customers of their trading desks. The very likely result is a long-term reduction in trading activity and slimmer profits.</br></br>Mr. Tarullo also outlined Fed plans to impose a risk-based capital surcharge on the most systemically important banks. Importantly, that will penalize reliance on short-term funding that the Fed considers vulnerable to runs.",181.0
58,58,9/8/14,"Gold prices slid Monday, as a stronger U.S. dollar led investors to sell the precious metal.</br></br>Gold for December delivery, the most actively traded contract, fell $13, or 1%, to $1,254.30 a troy ounce on the Comex division of the New York Mercantile Exchange, the lowest close for the precious metal since June 9.</br></br>Prices for gold have been under pressure from a burgeoning dollar, with investors flocking to the U.S. currency as the economic recovery gains momentum and on expectations of a rise in interest rates next year. A rising dollar is bad news for gold, an asset many investors buy to offset the risk of dollar weakness. In addition, higher interest rates make gold a less attractive investment, as the metal costs money to hold and struggles to compete with investments that offer yield during times of tightening monetary policy.</br></br>On Monday, the dollar was up 0.8% against the yen at 105.91, a six-year high. The British pound was down 1.3% against the U.S. currency at $1.61. Gold prices are down about 5% from July highs.</br></br>""The stronger dollar and weak U.S. inflation are keeping investors on the sidelines,"" said James Cordier, a principal at Liberty Trading Group. ""The landscape for gold is not bullish at all.""",501.0
59,59,9/1/14,"For stocks, September can be the cruelest month.</br></br>The big crashes of 1929 and 1987 came in October, but on average, October shows gains over the past 20, 50 and 100 years. The only month that shows an average decline in all three periods is September.</br></br>Money managers debate why that is. It could be that people sit down after Labor Day and re-evaluate their portfolios. Regardless, the arrival of September is making some people nervous now. Even some who feel bullish for the long run are warning clients to beware of September.</br></br>""I am a little worried,"" said James Paulsen, chief investment strategist at Wells Capital Management, which oversees $345 billion. Mr. Paulsen has been one of the business's most relentless stock bulls for years, but now he says U.S. stocks could fall as much as 15% some time this autumn. He is urging clients to shift some money into foreign stocks, which as a whole are less expensive than U.S. stocks.</br></br>Mr. Paulsen emphasizes that he doesn't think the bull market is over; it could run another five years, he said. ""But bull markets aren't typically straight-line events,"" he said. A 15% decline would be less than the 20% drop that typically defines a bear market, but would certainly be enough to rattle investors.",887.0
60,60,9/1/14,"Summer brought companies some hopeful signs of economic recovery. This fall, the optimism will be put to the test.</br></br>That's because it is unclear whether consumers--the engine behind more than two-thirds of the American economy--are ready to resume spending at significant levels.</br></br>Signals are mixed. After years of lackluster growth, corporate revenues for large companies grew more rapidly in the second quarter, and company guidance suggests that trend will continue in the second half of the year. The Conference Board said consumer confidence picked up in August.</br></br>Employment continued to tick upward. Gross domestic product jumped in the second quarter as businesses and consumers made up for the first quarter's lousy weather. Economists are predicting growth at a 3% rate for the second half, and 2% growth for the full year.</br></br>Still, the retail industry, tied more closely to consumer spending than any other, is struggling. In August, the Commerce Department said U.S. retail spending was flat in July. And household spending declined by 0.1% in July, the first drop in personal spending since January.",891.0
61,61,8/29/14,"Government-bond yields touched new lows in the U.S. and Germany, as investors piled anew into ultrasafe debt amid growing concern about the pace of European growth.</br></br>The gains underscore the dynamics that have made government bonds a surprise star performer this year -- a winning streak many analysts now expect will continue.</br></br>When 2014 started, many Wall Street strategists predicted interest rates would rise, sending bond prices lower, as the U.S. economy picked up speed and the Federal Reserve reduced its monthly stimulus, due to end in October.</br></br>Instead, government-bond prices have surged amid softness in Europe's economy and geopolitical tumult, sending yields down to levels rarely seen. Bonds in Europe have gained even more than those in the U.S., fueled by slowing economic growth and fears that trouble in Ukraine could spiral.</br></br>The rally in European debt has made U.S. government bonds look like a relative bargain, some investors say.",1497.0
62,62,8/28/14,"U.S. Treasurys shadowed euro-zone government bonds higher as global investors anticipate more easing measures from the European Central Bank.</br></br>The 30-year bond rallied 25/32 to yield 3.110%, hitting its lowest level this year. Benchmark U.S. 10-year notes rose 9/32 to yield 2.361%. Two-year notes rose 1/32 to yield 0.516%. Yields fall when prices rise.</br></br>Rates on U.S. government bonds have become increasingly attractive relative to comparable bonds across the Atlantic, helping to support Treasurys despite worries about when the Federal Reserve might tighten monetary policy by raising interest rates.</br></br>""There are greater expectations of quantitative easing from the ECB as it relates to asset-backed securities,"" said Wilmer Stith, portfolio manager of the Wilmington Trust Broad Market Fund. ""The question is how effective it will be.""</br></br>ECB President Mario Draghi spoke at the Jackson Hole, Wyo., central-banking conference last weekend, emphasizing the lack of inflation in the euro zone and reiterating that the central bank is ready to act when necessary.",35.0
63,63,8/24/14,"JACKSON HOLE, Wyo.--Janet Yellen delivered a cliffhanger in the mountains of Wyoming.</br></br>Encouraged by progress in the U.S. labor market, but uncertain if it is enough, the Federal Reserve Board chairwoman and other officials who gathered here for a central-bank conference left the public guessing about when they will start raising short-term interest rates.</br></br>The annual economic symposium, sponsored by the Federal Reserve Bank of Kansas City, marked an important bookend to a speech Ms. Yellen had delivered five months earlier to a conference of community organizers in Chicago.</br></br>Back then, Ms. Yellen argued with conviction that the U.S. economy was still far from what Fed officials call full employment--the highest level of hiring that can be reached without causing the economy to overheat and spark inflation.</br></br>The jobless rate was 6.7%, while 3.8 million Americans were out of work for six months or longer and 7.2 million more had part-time work but wanted full-time jobs. Wages were creeping up at a glacial pace. Ms. Yellen saw this as evidence that the economy was burdened with slack, which would allow her to keep short-term interest rates low far into the future.",2929.0
64,64,8/23/14,"In the latest sign of an improving labor market, the number of people filing new claims for unemployment benefits in the second week of August was 298,000, marking the third time in five weeks it had fallen below 300,000.</br></br>The last time claims were so low was in early 2000 and 2006, at the height of previous economic expansions. Jobless claims, a proxy for layoffs, are also near record lows when population growth is taken into account.</br></br>Yet the improvement seems out of step with other labor-market indicators. The nation's unemployment rate was 6.2% in July, a historically elevated rate for this point in the recovery, and many economists believe even that gauge overstates the true health of the job market. The jobless rate doesn't capture, for example, discouraged workers who have given up their job searches.</br></br>Economists believe that one reason for a lower rate of layoffs is a labor market that has become generally less dynamic over the last few decades. Employers have become less likely to lay off workers over time, though they have also grown more cautious about hiring. Similarly, workers have grown more reluctant to change jobs, possibly stunting career development and earnings growth as a result.</br></br>But more recently, most of the fall in jobless claims has been driven by a decline in the number of the newly laid off who don't bother to apply for government benefits in a generally improving economy.",2886.0
65,65,8/22/14,"It isn't the forecast but the weather that tells you when to open the umbrella.</br></br>Janet Yellen opened the Kansas City Federal Reserve annual symposium in Jackson Hole, Wyo., Friday with the observation that conditions in labor markets have outperformed Fed forecasts--and that if this continues the Fed funds target rate could rise earlier and more rapidly than expected.</br></br>That is a subtle change of emphasis from the Fed chairwoman. Consider a speech she gave at the Economic Club of New York in April. The background message was the same--monetary policy isn't on a preset course and will change based on economic conditions. But the policy implications of this centered around the possibility of a labor ""shortfall"" necessitating a continuation of ultralow interest rates.</br></br>Now Ms. Yellen is also talking about the possibility of raising rates sooner and at a brisker pace in the case of a ""faster convergence"" toward the Fed's labor market and inflation goals.</br></br>Additionally, Ms. Yellen noted that the labor market may not have as much slack as stagnant wages might seem to indicate. The inability of some employers to push down wages during the economic slump may have resulted in ""pent-up wage deflation"" that could hold worker pay down even as the labor market tightens.",3380.0
66,66,8/18/14,"Gold prices fell Monday, as last week's fears of a direct military confrontation between Russia and Ukraine have proven unfounded, leaving the precious metal vulnerable to concerns about higher interest rates in the U.S.</br></br>Gold for December delivery, the most actively traded contract, settled down $6.90, or 0.5%, at $1,299.30 an ounce on the Comex division of the New York Mercantile Exchange.</br></br>Ukrainian officials said Friday that the country's army had partially destroyed a column of Russian military vehicles that had entered its territory, The news sent gold prices higher on worries that the two countries were heading toward a military escalation. Some investors buy gold during times of geopolitical or economic uncertainty, believing the metal will hold its value better than other assets.</br></br>By Monday, however, there was little evidence that the conflict would widen, as Kiev sought to play down the clash's significance, while Moscow called reports of the battle ""some kind of fantasy."" Western officials criticized the apparent incursion, but some played down the significance of the incident, noting that military equipment were believed to have been flowing over the border to pro-Russia separatists for months.</br></br>Investors exited gold, which has been weighed down by worries of tightening monetary policy in the U.S. Higher interest rates are seen as a negative influence for gold, which costs money to hold and struggles to compete with yield-bearing investments. A stronger dollar and rising stocks also detracted from gold's appeal.",673.0
67,67,8/17/14,"In a recent Wall Street Journal survey, 30 private economists said they feared the Federal Reserve would wait too long before raising short-term interest rates, while only three said they feared the Fed would move too early.</br></br>Will the Fed fall behind the curve and keep interest rates too low for too long as the economy strengthens? The question looms as officials travel this week to their annual gathering in Jackson Hole, Wyo., where they and the world's leading central bankers discuss economic issues.</br></br>Fed Chairwoman Janet Yellen and academic papers presented at the meeting will focus on labor markets, which are improving rapidly even though U.S. economic growth has been sluggish and erratic. Ms. Yellen seems likely to acknowledge the improving job market, though she has argued for much of the year that slack and headwinds endure after the 2008-09 financial crisis.</br></br>A growing number of economists believe slack in labor markets is diminishing, making the economy prone to inflation and financial markets prone to overshooting with short-term interest rates near zero. The unemployment rate fell to 6.2% in July from 7.3% a year ago, a decline far faster than Fed officials expected.</br></br>""They are making me nervous,"" Arun Raha, the chief global economist for Cleveland-based Eaton Corp., an industrial manufacturer, said of Fed officials. ""Given the strength of the job market, manufacturing and nonresidential construction, it's about time they got rid of their low-rates-for-an-extended-period viewpoint.""",105.0
68,68,8/13/14,"A large California pension manager is using complex derivatives to supercharge its bets as it looks to cover a funding shortfall and diversify its holdings.</br></br>The new strategy employed by the San Diego County Employees Retirement Association is complicated and potentially risky, but officials close to the system say it is designed to balance out the fund's holdings and protect it against big losses in the event of a stock-market meltdown.</br></br>San Diego's approach is one of the most extreme examples yet of a public pension using leverage--including instruments such as derivatives--to boost performance.</br></br>The strategy involves buying futures contracts tied to the performance of stocks, bonds and commodities. That approach allows the fund to experience higher gains--and potentially bigger losses--than it would by owning the assets themselves. The strategy would also reduce the pension's overall exposure to equities and hedge funds.</br></br>The pension fund manages about $10 billion on behalf of more than 39,000 active or former public employees.",1086.0
69,69,8/11/14,"All that glitters isn't gold -- at least for the investors who are eschewing the precious metal in favor of the companies that mine it.</br></br>After years spent in the shadow of gold, miners are back in favor, driven by stronger earnings and cuts to mining costs.</br></br>The NYSE Arca Gold Miners Index, which tracks 39 gold-mining companies, has soared 26% so far this year, compared with a 8.9% rise in gold and a 4.5% increase in the S&P 500.</br></br>The gold-miner rally is a boon for high-profile hedge-fund managers such as George Soros and John Paulson -- as well as traditionally gold-focused traders like Peter Palmedo and Eric Sprott. Their gold bets were pummeled last year, when a rise in bond yields and muted inflation dulled gold's allure, sparking a stampede that drove the precious metal's price down 28% and the gold-mining index down 54%.</br></br>Gold stocks tend to outpace gold's losses when gold falls, and overshoot its gains when prices rally. Now, the prospects for gold are promising, some investors say, but those for gold miners are even better. Flare-ups in Ukraine and the Middle East have prompted fund managers to pile back into relatively safe investments like gold, pushing up prices on those haven assets.",1138.0
70,70,8/9/14,"It's hard to decide when the market has peaked and it's time to get out. It may be even harder to know when the damage is over and it's time to get back in.</br></br>But pulling off both in succession is exceedingly rare.</br></br>This would be important to keep in mind at any time, but especially right now as the bull market that began in March 2009 is entering its 54th month.</br></br>Since peaking on July 24, the broad stock market -- as measured by the Wilshire 5000 index -- has fallen 2.7%. Even if the market has topped out and you sidestep a decline by getting out of stocks now, the odds of long-term success still are against you.</br></br>Trying to time the market is by and large a losing proposition, even for the pros.",202.0
71,71,8/8/14,"By the time the parents of Serena Violano were in their early 30s, they had solid jobs, their own home and two small daughters.</br></br>Today, Serena, a 31-year-old law graduate, is still sharing her teenage bedroom with her older sister in their family home in the small town of Mercogliano, near Naples.</br></br>Ms. Violano spends her days studying for the exam to qualify as a notary in the hopes of scoring a stable job. The tension over her situation sometimes spills over in arguments with her sister over housework or their shared space. And with her 34-year-old boyfriend subsisting on short-term contracts, Ms. Violano doesn't even dare dream of building the sort of life her parents took for granted.</br></br>""For our parents, everything was much easier,"" she says. ""They had the opportunity to start their own life. Instead, we don't have any guarantees for our own future.""</br></br>Ms. Violano's stunted adulthood and dashed expectations mark a generational divide between younger and older Europeans that is challenging the Continent's dream of broad-based prosperity.",3271.0
72,72,8/6/14,"Robert Yaro, a fierce advocate for the New York City region in an era that included a deep disinvestment in public infrastructure, rugged recessions and the Sept. 11, 2001, terrorist attacks, is retiring from his post running the Regional Plan Association.</br></br>He will be succeeded by Thomas Wright, the organization's executive director.</br></br>Mr. Yaro is ""kind of like an oracle for the industry. Everybody wanted to hear what he wanted to say on any subject,"" said Janette Sadik-Khan, a principal at Bloomberg Associates, an international consulting organization, and a former New York City transportation commissioner. She is a former board member of the Regional Plan Association.</br></br>Mr. Yaro, 64 years old, came to the group in 1989 and became president in 2001, when he was thrust into the role of helping lower Manhattan rebuild after the terrorist attacks.</br></br>""All of the big systems were busted,"" he said of New York City when he started at the association. ""It's been rewarding to see this place not only get back on its feet but become the center of the galaxy like it was when I was a kid,"" said Mr. Yaro, who grew up in Kew Gardens, Queens.",368.0
73,73,8/4/14,"U.S. oil prices are sliding as weak equities, logistical hiccups and ample global crude supplies prompt investors to pull back from the market.</br></br>Prices are down 8.7% after peaking at a nine-month high in June. On Friday, light, sweet crude for September delivery fell 29 cents, or 0.3%, to $97.88 a barrel on the New York Mercantile Exchange, the lowest closing price since Feb. 6.</br></br>A host of factors were at work, analysts and traders said, from logistical delays in the pipeline and refinery system that would damp demand for crude, to a lack of global supply problems despite violence in Iraq, Libya and Eastern Europe. Taken together, the factors resulted in traders cutting back on bets that prices would rise from the record levels reached in recent months.</br></br>""As time has gone by, speculators have decided they don't want to wait much longer for an actual impact on oil supply,"" said Mark Vonderheide, managing partner of trading firm Geneva Energy Markets.</br></br>Last week, a fire caused CVR Refining LP to shut down its 115,000-barrel-a-day refinery in Coffeyville, Kan., for repairs, the latest problem for U.S. crude. The refinery draws supply directly from the delivery point for the U.S. benchmark contract in Cushing, Okla., and the loss of demand resulting from the outage could arrest a monthslong trend of declining oil stocks at Cushing that has been a bullish driver in the market for most of this year.",500.0
74,74,8/3/14,"July marked the first time since 1997 that employers have added 200,000 or more jobs for six consecutive months, but the increased demand for labor doesn't yet seem to be translating into bigger wage gains for workers.</br></br>On Friday, the Labor Department reported that the economy added 209,000 jobs last month and that the jobless rate ticked up to 6.2% in July from 6.1% in June, though that was partly the result of more people returning to the labor market as conditions improve. The rate is down from 7.3% a year ago.</br></br>The same report showed annual average earnings rose 2% in July, a rate that barely keeps purchasing power ahead of inflation and which has varied little since the recession ended more than five years ago.</br></br>A separate gauge of employee compensation, the Labor Department's employment-cost index, rose in the second quarter. Data released Thursday showed this broad measure of pay and benefits rose a seasonally adjusted 0.7% from April through June, its fastest rate of increase since late 2008.</br></br>Some economists treated Thursday's report with caution, noting the data could include some payback from an unusually weak reading in the first quarter, when the index rose 0.3%. Compared with the same period last year, the index rose 2% in the second quarter, in line with its recent trend.",3204.0
75,75,8/2/14,"The Federal Reserve was left on a patient course as it weighs interest-rate increases after a roster of economic reports Friday pointed to steady U.S. job growth and firming -- but still low -- inflation and wages.</br></br>A Commerce Department report showed the Fed's favored measure of inflation -- the personal consumption expenditure price index -- was up 1.6% in June, its 26th straight month below the Fed's 2% inflation goal, though higher than readings at 1% and below last year. Meantime, the Labor Department reported average hourly earnings of private-sector workers were up 2% from a year earlier, unchanged from the range of the past few years.</br></br>That could give Fed Chairwoman Janet Yellen leeway to stick to a plan to keep short-term rates near zero until well into 2015. Still, Ms. Yellen is facing increasing internal pressure from easy-money skeptics on her policy committee to move more quickly toward rate increases.</br></br>In a statement Friday, Philadelphia Federal Reserve Bank President Charles Plosser pointed to current inflation and employment levels to argue that the going Fed schedule for weighing rate increases ""remains well behind what I consider to be appropriate given our goals.""</br></br>Mr. Plosser dissented at the Fed's policy meeting this past week, wanting a shift away from easy-money policies.",4918.0
76,76,8/2/14,"Wondering if the market is in for a tumble? If you find yourself Googling a lot of political and financial terms, it may well be.</br></br>In the past, trends in Google searching have been shown to predict flu outbreaks, unemployment rates and the success of movies at the box office. There was even evidence that financially oriented searches -- of Google and Wikipedia -- could predict stock market movements.</br></br>The pattern was simple: Before stocks moved lower, there was an uptick in searches of finance-related terms. Now researchers from Boston University and the University of Warwick, in England, are reporting that stepped-up searching for terms relating to politics also points to a lower market.</br></br>Building on their previous work, the scientists used the techniques of computational linguistics to group all the words in Wikipedia into topics. Then, using Google Trends, a publicly available service, they determined how often salient keywords within each topic area were searched from 2004 to 2012. The result? Increased searching of finance or political terms predicted falling stocks.</br></br>The scientists used their keyword searches to make hypothetical trades based on historical data for the S&P 500 index. For each keyword topic, they bought or sold the index weekly depending on whether searches were rising or falling, comparing their results to a strategy of buying and selling randomly each week. The median return for trading based on a collection of politics keywords was 38% above the random strategy. For business-oriented keywords, it was 28%. ""Crucially,"" the scientists write, ""we find no robust link between stock-market moves and search-engine queries for a wide range of further semantic topics.""",160.0
77,77,8/2/14,"Treasury bonds rallied broadly, as the U.S. employment report for July soothed concerns that the Federal Reserve may raise interest rates sooner than investors expect.</br></br>In late afternoon trading Friday, the benchmark 10-year note was up 15/32, yielding 2.505%.</br></br>The two-year note was up 4/32, yielding 0.476%. Bond yields fall when their prices rise.</br></br>Investors piled into U.S. government bonds after the Labor Department said the U.S. economy added a smaller-than-forecast 209,000 nonfarm payrolls in July. Average hourly earnings rose one cent from June to $24.45 last month, a sign that wage inflation remains tame.</br></br>""The bond market is telling you that it is not a bad report, but it is not strong enough to force the Fed to rush to raise interest rates,"" said Gary Pollack, who helps oversee $12 billion as head of fixed-income trading in New York at Deutsche Bank AG's private wealth-management unit.",302.0
78,78,7/31/14,"In late April, a few hundred of Morgan Stanley's top stockbrokers and their spouses jetted off to Hawaii for a gathering spiced with golf, deep-sea fishing and suntanning.</br></br>When they arrived at the Ritz-Carlton, Kapalua, on Maui, the first perks of their all-expenses-paid trip were waiting for them: ""pillow gifts"" of GoPro cameras and Maui Jim sunglasses, said one attendee.</br></br>With the stock market at record levels and wealth-management fees rising, Wall Street is reviving posh ""recognition"" junkets that were abruptly suspended in the 2008-2009 financial meltdown, when banks taking government bailouts wanted to avoid the appearance of extravagance. Morgan Stanley's Hawaii gathering was its most lavish since the crisis and its first outside of the continental U.S., according to advisers.</br></br>Industry executives and analysts say the return of the junket reflects the bullish market and growing competition for top revenue-producing brokers, who, in addition to high pay, expect significant rewards for their efforts. Still, trips aren't as costly as those in precrisis days, and many now include work-related education and training.</br></br>""Prerecession, those trips were nothing but fun, but those are never coming back,"" said Steven Dudash, a financial adviser and president of IHT Wealth Management in Chicago, who has been in the industry for 15 years and recently left a job at Bank of America Corp.'s Merrill Lynch. ""I understand why in the public eye it would be frowned upon.""",4426.0
79,79,7/30/14,"The Federal Reserve's tone has gotten a bit more hawkish. Judging from what the economy is doing, there may be more to come.</br></br>In the statement released Wednesday following its two-day meeting, the Fed offered a less qualified assessment of the improvement in the job market than it did when it met last month. That was before the strong June jobs report came out. And whereas last month the Fed said that inflation was running below its 2% target, it acknowledged this time that inflation has ""moved somewhat closer"" to it.</br></br>Indeed, Wednesday's unexpectedly strong report on second-quarter gross domestic product from the Commerce Department showed that the Fed's preferred inflation measure--the price index for personal consumption expenditures--was up 1.6% from a year ago. The first quarter's gain was just 1.1%. The core measure, which excludes food and energy, was only slightly more muted, gaining 1.5% compared with the first quarter's 1.2%. Moreover, inflation's pace picked up, with prices increasing at a 2% annual rate in the second quarter.</br></br>As long as wage growth remains low, though, most members of the Fed's rate-setting committee will probably view a move above 2% inflation as transitory. In their view, as the statement put it, ""there remains significant underutilization of labor resources."" In plain language, there is still plenty of slack in the job market.</br></br>But the GDP report suggested the economy has strengthened to the point that it should be able to sustain the recent pickup in hiring. And with that, growth in wages may finally get a lift.",1339.0
80,80,7/30/14,"In late April, a few hundred of Morgan Stanley's top stockbrokers and their spouses jetted off to Hawaii for a gathering spiced with golf, deep-sea fishing and suntanning.</br></br>When they arrived at the Ritz-Carlton, Kapalua, on Maui, the first perks of their all-expenses-paid trip were waiting for them: ""pillow gifts"" of GoPro cameras and Maui Jim sunglasses, according to one attendee.</br></br>With the stock market at record levels and wealth-management fees rising, Wall Street is reviving posh ""recognition'' junkets that were abruptly suspended in the 2008-2009 financial meltdown, when banks taking government bailouts wanted to avoid the appearance of extravagance. Morgan Stanley's Hawaii gathering was its most lavish since the crisis and its first outside of the continental U.S., according to advisers.</br></br>Industry executives and analysts say the return of the junket reflects the bullish market and growing competition for top revenue-producing brokers, who, in addition to high pay, expect significant rewards for their efforts. Still, trips aren't as costly as those in precrisis days, and many now include work-related education and training.</br></br>""Prerecession, those trips were nothing but fun, but those are never coming back,"" said Steven Dudash, a financial adviser and president of IHT Wealth Management in Chicago, who has been in the industry for 15 years and recently left a job at Bank of America Corp.'s Merrill Lynch. ""I understand why in the public eye it would be frowned upon.""",149.0
81,81,7/28/14,"WASHINGTON--The number of contracts signed to buy previously-owned homes slipped in June, a sign the housing recovery remains choppy despite a retreat in interest rates.</br></br>An index of pending home sales, reflecting purchases under contract but not yet closed, fell 1.1% to a reading of 102.7 in June from May, ending three months of gains, the National Association of Realtors said Monday. The above-100 reading indicates market activity was still ""average,"" if not robust, the trade group said.</br></br>Economists surveyed by The Wall Street Journal had forecast a 0.5% rise in June sales.</br></br>Compared with a year ago, pending-home sales were down 7.3% last month. That suggests many Americans remain unwilling or unable to enter the market despite historically low borrowing costs and a pickup in job creation. Lenders are still imposing strict lending standards, and home prices have risen sharply over the past two years. Meanwhile, Americans' incomes are growing tepidly.</br></br>Lawrence Yun, NAR's chief economist, said sales conditions have improved since the winter as price gains have eased and more homes have come on the market. ""However, supply shortages still exist in parts of the country, wages are flat, and tight credit conditions are deterring a higher number of potential buyers from fully taking advantage of lower interest rates,"" Mr. Yun said in a statement.",2726.0
